Malpasset Geometry 
Point Number X (m)     Y (m)      Z (m)
    4553   5249.36   4538.33     53.52
    4554   5250.00   4517.97     57.96
    4555   5250.15   4498.20     59.99
    4556   5250.52   4479.17     60.94
    4557   5233.23   4487.54     62.72
    4558   5230.70   4547.10     58.46
    4559   5231.84   4526.99     59.58
    4560   5232.62   4507.18     60.25
    4561   5234.10   4466.79     69.29
    4562   5246.68   4579.81     50.14
    4563   5240.67   4440.34     70.08
    4564   5253.44   4446.95     69.45
    4565   5227.34   4434.06     72.73
    4566   5254.21   4377.75     88.58
    4567   5245.71   4370.61     90.00
    4568   5235.12   4368.03     90.00
    4569   5222.92   4363.42     88.33
    4570   5226.20   4390.46     90.00
    4571   5239.21   4397.63     80.90
    4572   5251.39   4405.28     77.64
    4573   5252.44   4391.38     80.52
    4574   5224.89   4376.50     89.96
    4575   5239.68   4381.77     89.78
    4576   5239.16   4411.99     78.99
    4577   5226.45   4404.88     80.10
    4578   5251.55   4418.64     71.59
    4579   5251.38   4328.71     90.67
    4580   5252.92   4340.93     90.78
    4581   5241.59   4336.11     89.62
    4582   5244.40   4360.18     90.00
    4583   5243.01   4348.26     90.00
    4584   5231.72   4343.46     80.83
    4585   5221.63   4350.80     75.61
    4586   5233.14   4355.69     89.93
    4587   5255.17   4365.31     90.00
    4588   5254.31   4353.16     90.00
    4589   5287.83   4263.14     89.71
    4590   5271.39   4256.53     89.98
    4591   5258.63   4268.04     91.95
    4592   5246.52   4278.05     90.22
    4593   5235.51   4286.62     85.81
    4594   5225.81   4294.87     71.55
    4595   5216.64   4302.87     60.69
    4596   5237.23   4299.55     81.36
    4597   5248.22   4304.58     90.55
    4598   5261.48   4285.79     99.94
    4599   5247.64   4292.15     91.10
    4600   5256.89   4298.33    100.00
    4601   5274.64   4273.86     94.39
    4602   5218.08   4314.79     66.08
    4603   5229.04   4319.31     74.80
    4604   5238.66   4311.86     83.74
    4605   5227.58   4307.21     73.92
    4606   5219.37   4326.64     69.54
    4607   5313.87   4225.70     59.58
    4608   5330.67   4233.32     59.30
    4609   5329.06   4215.08     52.42
    4610   5346.17   4223.69     51.68
    4611   5347.23   4203.40     49.94
    4612   5360.43   4216.61     50.01
    4613   5369.41   4203.21     47.46
    4614   5301.62   4253.02     80.27
    4615   5315.88   4243.17     69.93
    4616   5299.57   4235.85     72.92
    4617   5285.25   4245.73     82.34
    4618   5293.49   4201.81     59.35
    4619   5281.40   4212.70     72.99
    4620   5271.23   4221.74     80.44
    4621   5306.49   4190.25     50.32
    4622   5231.33   4145.92     62.65
    4623   5224.29   4161.27     70.77
    4624   5216.73   4176.26     76.68
    4625   5209.22   4190.51     76.92
    4626   5201.87   4204.04     67.91
    4627   5194.59   4216.90     62.14
    4628   5187.23   4229.11     50.23
    4629   5200.05   4177.05     70.73
    4630   5190.16   4164.02     68.73
    4631   5179.96   4151.86     58.93
    4632   5170.66   4143.22     51.01
    4633   5166.43   4132.15     49.88
    4634   5160.00   4119.56     46.57
    4635   5153.21   4107.35     41.56
    4636   5180.30   4216.88     50.30
    4637   5186.88   4204.18     59.96
    4638   5193.40   4190.90     67.18
    4639   5172.86   4204.74     50.08
    4640   5178.28   4191.61     55.91
    4641   5184.08   4177.99     60.43
    4642   5174.34   4165.29     56.22
    4643   5165.73   4153.49     51.15
    4644   5158.17   4142.81     48.91
    4645   5151.62   4131.58     45.63
    4646   5146.20   4119.42     41.92
    4647   5164.18   4192.76     49.64
    4648   5168.27   4179.08     53.08
    4649   5157.82   4165.33     49.00
    4650   5153.44   4152.43     48.06
    4651   5160.38   4094.78     41.03
    4652   5167.46   4106.92     44.73
    4653   5175.09   4119.94     49.94
    4654   5183.03   4135.78     58.64
    4655   5195.83   4149.34     67.88
    4656   5206.72   4162.60     70.67
    4657   5213.24   4147.66     68.69
    4658   5201.87   4134.10     58.71
    4659   5208.34   4119.23     50.46
    4660   5191.40   4119.87     50.25
    4661   5182.20   4105.37     46.07
    4662   5197.84   4104.81     43.89
    4663   5173.87   4094.54     40.75
    4664   5219.39   4132.73     56.49
    4665   5200.11   4253.79     54.24
    4666   5193.83   4241.42     52.35
    4667   5208.23   4242.79     66.05
    4668   5201.68   4229.77     61.99
    4669   5216.62   4231.00     73.01
    4670   5252.97   4175.51     69.92
    4671   5234.33   4175.67     77.19
    4672   5225.15   4218.42     78.30
    4673   5233.79   4205.11     80.00
    4674   5242.84   4191.01     80.00
    4675   5225.75   4190.48     80.00
    4676   5217.56   4204.33     79.54
    4677   5209.58   4217.41     70.80
    4678   5243.43   4159.49     65.96
    4679   5201.56   4390.88     82.32
    4680   5190.45   4383.94     80.21
    4681   5180.59   4376.22     63.57
    4682   5189.41   4396.63     88.16
    4683   5176.60   4401.54     89.64
    4684   5163.33   4405.52     90.00
    4685   5151.82   4407.22     88.16
    4686   5142.14   4414.13     90.00
    4687   5129.24   4421.12     90.00
    4688   5116.05   4427.65     90.00
    4689   5103.46   4433.72     90.00
    4690   5092.23   4440.58     90.00
    4691   5178.65   4531.77     66.68
    4692   5180.47   4512.86     69.74
    4693   5182.12   4494.29     70.86
    4694   5183.48   4476.15     78.15
    4695   5184.53   4458.56     80.00
    4696   5185.45   4441.63     80.68
    4697   5186.59   4425.53     82.87
    4698   5188.04   4410.50     89.06
    4699   5166.67   4483.74     79.42
    4700   5151.96   4473.26     81.07
    4701   5138.10   4462.88     88.45
    4702   5125.07   4452.66     89.19
    4703   5113.81   4442.52     90.00
    4704   5146.63   4508.82     78.79
    4705   5164.62   4501.80     72.06
    4706   5094.31   4470.36     90.00
    4707   5107.56   4475.33     89.60
    4708   5117.29   4486.32     88.73
    4709   5131.36   4497.52     80.95
    4710   5108.28   4458.59     90.00
    4711   5149.37   4490.86     79.97
    4712   5134.99   4480.02     85.80
    4713   5121.88   4469.30     90.00
    4714   5093.16   4454.07     90.00
    4715   5102.19   4445.89     90.00
    4716   5162.45   4520.23     70.04
    4717   5140.54   4446.07     90.00
    4718   5155.94   4438.77     89.12
    4719   5171.52   4431.84     89.24
    4720   5127.81   4436.59     90.00
    4721   5142.15   4429.52     90.00
    4722   5157.25   4420.41     90.00
    4723   5173.89   4415.89     89.46
    4724   5154.17   4455.98     87.61
    4725   5168.47   4466.08     80.11
    4726   5170.01   4448.81     82.06
    4727   5201.17   4404.48     90.00
    4728   5198.20   4504.97     69.28
    4729   5199.85   4468.01     72.59
    4730   5200.10   4434.34     79.87
    4731   5199.97   4450.67     78.38
    4732   5200.57   4418.96     80.74
    4733   5199.28   4486.22     70.25
    4734   5196.81   4524.07     62.30
    4735   5195.19   4543.47     60.03
    4736   5178.66   4388.42     78.01
    4737   5168.61   4379.93     62.66
    4738   5156.57   4382.52     61.89
    4739   5144.24   4386.61     63.53
    4740   5131.47   4391.94     73.11
    4741   5118.00   4397.18     75.42
    4742   5105.43   4404.18     78.91
    4743   5094.29   4411.52     81.64
    4744   5130.07   4406.22     85.12
    4745   5104.71   4419.34     88.89
    4746   5091.80   4426.35     90.00
    4747   5117.25   4412.61     85.45
    4748   5166.31   4392.28     79.41
    4749   5154.09   4395.74     79.99
    4750   5142.30   4400.31     81.03
    4751   5094.99   4398.83     74.39
    4752   5120.42   4382.53     62.55
    4753   5133.78   4378.79     61.94
    4754   5103.35   4385.60     66.11
    4755   5201.33   4378.23     77.66
    4756   5199.44   4366.05     63.07
    4757   5191.16   4373.24     64.51
    4758   5583.86   4565.18     40.00
    4759   5593.52   4549.64     40.00
    4760   5603.02   4535.20     40.67
    4761   5612.54   4522.60     40.66
    4762   5621.72   4512.55     40.19
    4763   5628.92   4502.31     39.91
    4764   5591.02   4473.16     37.91
    4765   5579.17   4474.68     38.81
    4766   5566.04   4475.61     39.30
    4767   5551.40   4475.31     39.70
    4768   5536.65   4474.44     39.87
    4769   5572.62   4463.87     38.65
    4770   5580.63   4453.49     36.56
    4771   5500.80   4289.88     40.58
    4772   5478.42   4288.60     49.24
    4773   5456.93   4289.07     54.73
    4774   5566.90   4451.50     37.42
    4775   5561.06   4438.22     37.38
    4776   5554.96   4424.42     37.65
    4777   5548.47   4410.01     38.44
    4778   5541.64   4394.97     39.50
    4779   5534.36   4379.63     39.88
    4780   5526.18   4364.29     40.32
    4781   5516.65   4349.56     42.38
    4782   5506.91   4338.92     47.41
    4783   5501.75   4325.63     48.39
    4784   5488.87   4309.84     50.00
    4785   5493.62   4338.04     50.00
    4786   5485.54   4349.95     50.51
    4787   5544.70   4462.40     39.54
    4788   5552.66   4450.35     38.97
    4789   5538.15   4449.59     39.45
    4790   5531.05   4437.01     39.44
    4791   5520.55   4424.17     40.00
    4792   5514.01   4407.24     40.17
    4793   5507.27   4392.08     40.79
    4794   5500.06   4377.55     44.93
    4795   5492.63   4363.53     49.95
    4796   5530.27   4461.52     39.72
    4797   5524.12   4449.06     40.00
    4798   5518.66   4438.40     40.00
    4799   5546.11   4437.20     39.00
    4800   5538.74   4423.62     39.26
    4801   5531.27   4408.93     39.60
    4802   5500.70   4350.67     49.34
    4803   5524.23   4393.56     40.05
    4804   5516.82   4378.52     40.68
    4805   5508.84   4364.02     45.25
    4806   5559.05   4463.17     39.12
    4807   5479.28   4336.58     53.91
    4808   5467.53   4306.22     56.56
    4809   5474.30   4322.31     56.08
    4810   5487.57   4326.48     50.67
    4811   5535.48   4348.70     39.79
    4812   5552.38   4381.09     38.10
    4813   5575.39   4439.92     36.50
    4814   5570.34   4425.91     36.55
    4815   5565.08   4411.54     36.83
    4816   5559.12   4396.58     37.63
    4817   5544.94   4365.32     38.76
    4818   5511.74   4309.75     40.69
    4819   5521.82   4330.71     40.56
    4820   5425.10   4242.46     46.29
    4821   5443.57   4242.97     41.28
    4822   5461.44   4245.59     40.18
    4823   5480.98   4248.54     39.40
    4824   5409.13   4207.89     40.06
    4825   5416.61   4225.48     40.86
    4826   5428.04   4209.83     39.87
    4827   5435.88   4226.52     40.04
    4828   5447.05   4210.98     38.73
    4829   5454.91   4227.39     39.86
    4830   5473.09   4229.74     37.95
    4831   5434.07   4258.36     49.77
    4832   5490.26   4269.17     40.17
    4833   5450.00   4257.50     47.80
    4834   5444.81   4273.20     51.38
    4835   5466.12   4267.38     46.56
    4836   5583.93   4464.73     38.07
    4837   5575.37   4549.19     40.00
    4838   5567.11   4532.80     40.00
    4839   5585.68   4533.85     40.00
    4840   5558.41   4516.80     40.00
    4841   5578.25   4516.03     40.00
    4842   5596.81   4520.24     40.00
    4843   5550.13   4501.85     40.00
    4844   5566.85   4502.03     39.86
    4845   5580.34   4500.91     39.68
    4846   5592.53   4505.58     40.00
    4847   5608.82   4508.15     40.00
    4848   5619.09   4504.75     40.00
    4849   5602.13   4495.38     39.62
    4850   5596.80   4484.03     38.73
    4851   5588.86   4492.77     39.36
    4852   5586.21   4482.56     38.68
    4853   5575.18   4488.14     39.40
    4854   5543.16   4487.76     39.96
    4855   5558.79   4488.45     39.78
    4856   5616.91   4495.98     39.61
    4857   5608.82   4485.79     38.82
    4858   5762.43   4523.76     40.00
    4859   5740.45   4516.02     40.00
    4860   5724.11   4512.28     40.00
    4861   5710.89   4502.94     39.90
    4862   5694.01   4493.91     39.55
    4863   5610.98   4549.38     44.78
    4864   5620.93   4563.81     48.09
    4865   5631.20   4580.40     49.13
    4866   5639.88   4599.60     50.00
    4867   5645.20   4623.90     50.00
    4868   5658.53   4647.78     50.00
    4869   5670.09   4669.47     50.13
    4870   5683.38   4690.06     51.70
    4871   5697.50   4712.93     50.00
    4872   5767.08   4550.86     40.04
    4873   5740.28   4542.18     41.72
    4874   5715.76   4542.07     47.02
    4875   5695.17   4536.41     48.72
    4876   5673.93   4527.93     46.05
    4877   5654.32   4527.81     46.50
    4878   5639.56   4525.47     45.06
    4879   5626.31   4524.00     41.79
    4880   5618.56   4535.46     43.88
    4881   5682.77   4649.31     50.00
    4882   5697.65   4629.13     50.00
    4883   5712.73   4608.59     50.00
    4884   5728.91   4589.71     50.00
    4885   5747.24   4570.76     49.68
    4886   5642.22   4539.99     49.40
    4887   5642.20   4560.01     50.00
    4888   5652.71   4580.53     50.00
    4889   5662.78   4602.14     50.00
    4890   5672.51   4626.16     50.00
    4891   5678.22   4577.97     50.00
    4892   5699.12   4559.51     50.00
    4893   5658.75   4545.08     50.00
    4894   5661.95   4563.05     50.00
    4895   5677.85   4551.66     50.00
    4896   5704.97   4584.20     50.00
    4897   5688.14   4604.70     50.00
    4898   5722.71   4564.74     50.00
    4899   5627.62   4547.18     49.53
    4900   5630.86   4534.42     46.32
    4901   5706.78   4653.90     50.03
    4902   5734.07   4659.03     50.70
    4903   5763.96   4663.18     56.30
    4904   5791.64   4668.01     60.62
    4905   5772.45   4578.86     50.00
    4906   5752.00   4598.20     50.44
    4907   5733.81   4611.74     50.30
    4908   5722.92   4632.08     50.07
    4909   5783.28   4638.45     53.43
    4910   5752.46   4630.10     50.94
    4911   5777.15   4608.04     50.59
    4912   5691.05   4669.44     50.19
    4913   5712.24   4684.44     50.82
    4914   5746.08   4690.44     55.98
    4915   5726.81   4715.26     52.98
    4916   5799.86   4692.02     62.41
    4917   5776.24   4693.06     60.42
    4918   5634.63   4513.47     40.75
    4919   5710.94   4522.58     40.41
    4920   5642.26   4503.40     39.99
    4921   5650.67   4503.09     39.91
    4922   5659.30   4503.11     39.99
    4923   5675.57   4504.54     39.98
    4924   5693.42   4514.72     40.31
    4925   5649.02   4513.09     41.08
    4926   5662.43   4515.30     41.39
    4927   5726.31   4527.03     40.59
    4928   5620.12   4597.57     44.12
    4929   5601.12   4597.45     40.29
    4930   5670.97   4713.24     54.17
